Form,Type,Mentions,Entity,Metadata
au Val-de-Grâce,LOC,1,?,
Augustin Nypho,PER,1,Augustin Nypho,
aux bohémiennes,MISC,1,?,
aux Halles,LOC,1,?,
Aux Houls,LOC,1,?,
aux Invalides,LOC,1,?,
aux parisiennes,MISC,1,?,
aux portes Saint-Denis,LOC,1,?,
aux Pyramides,LOC,1,?,
aux Saints-Innocents,LOC,1,?,
aux Thermes de Julien,LOC,1,?,
aux Tuileries,LOC,1,?,
Averroès,PER,1,Averroès,
Averroës,PER,3,Averroès,
Aymoin,PER,1,Aymoin de Fleury,
Babel,LOC,1,?,
Babylone,LOC,2,?,
Baptiste Croque-Oison,PER,2,Baptiste Croque-Oison,
Barbeau,LOC,1,?,
Barbedienne le butor,PER,1,Florian Barbedienne,
Bastille,LOC,2,?,
Baudoyer,LOC,1,?,
Baudry le Rouge,PER,1,Baudry le Rouge,
Bavière,LOC,1,?,
Beaune,LOC,2,?,
Belleforêt,PER,1,François de Belleforêt,
Bellevigne,PER,1,Bellevigne de l’Étoile,
Bellevigne de l ' Étoile,PER,4,Bellevigne de l’Étoile,
Belzébuth,PER,6,Satan,
Benoît XII,PER,1,Benoît XII,
Benserade,PER,1,Isaac de Benserade,
Bérangère,PER,8,Bérangère de Champchevrier,
Bérangère de Champchevrier,PER,1,Bérangère de Champchevrier,
Bérarde Fanouel,PER,1,Bérarde Fanouel,
Bérarde Gironin,PER,1,Bérarde Gironin,
Beru,LOC,2,?,
Beyne,LOC,1,?,
Bicêtre,LOC,3,?,
Biot,PER,1,Jean-Baptiste Biot,
Biscornette,PER,2,Biscornette,
Biton,PER,1,Biton,
Bocherville,LOC,1,?,
Bohême,LOC,3,?,
bohémien,MISC,1,?,
bohémien Mathias Hungadi Spicali,PER,1,Mathias Hungadi Spicali,
bohémienne,PER,3,Esmeralda,
Bonne Vierge,PER,2,Marie de Nazareth,
bonne Vierge,PER,1,Marie de Nazareth,
bonne Vierge du ciel,PER,1,Marie de Nazareth,
Bophomet,PER,1,Satan,
Bouchard,PER,1,Évêque Bouchard de Worms,
Bourg-en-Bresse,LOC,1,?,
bourgmestre de la ville d ' Anvers,PER,1,Jehan Coleghens,
Bourgogne,LOC,2,?,
Bourse,LOC,1,?,
Brabant,LOC,1,?,
Bretagne,LOC,1,?,
Brie,LOC,2,?,
Bruno d ' Ast,PER,2,Bruno d'Ast,
Brussac,LOC,1,?,
Bruxelles,LOC,1,?,
Burington,PER,1,Daines Barrington,
Bussy,LOC,1,?,
Byron,PER,1,George Gordon Byron,
cabaret de la Pomme d ' Ève,LOC,1,?,
Caillouville,LOC,1,?,
Caïn,PER,1,Caïn,
Callot,PER,1,Jacques Callot,
camarade Jehan,PER,1,Jehan of Saint-Bertin,
Camarade Mathias,PER,1,Mathias Hungadi Spicali,
Camulogène,PER,1,Camulogène,
Candide,MISC,1,?,
capitaine,PER,12,Phœbus de Châteaupers,
Capitaine,PER,2,Phœbus de Châteaupers,
Capitaine Clopin,PER,2,Clopin Trouillefou,
capitaine Phoebus,PER,1,Phœbus de Châteaupers,
Capitaine Phoebus,PER,2,Phœbus de Châteaupers,
capitaine Phoebus de Châteaupers,PER,2,Phœbus de Châteaupers,
Capitaine Phoebus de Châteaupers,PER,2,Phœbus de Châteaupers,
carcer Glaucini,LOC,1,?,
cardinal de Bourbon,PER,1,Charles de Bourbon,
Cassiodore,PER,1,Magnus Aurelius Cassiodorus,
Castelleti,LOC,1,?,
Catalogne,LOC,3,?,
Catherine de Médicis,PER,2,Catherine de Médicis,
Catilina,PER,1,Lucius Sergius Catilina,
Caudebec,LOC,1,?,
cave de la Tour-Roland,LOC,1,?,
ce capitaine,PER,2,Phœbus de Châteaupers,
ce vieux Paris,LOC,1,?,
ceinturon de Montlhéry,LOC,1,?,
Cerbère,PER,1,Cerbère,
Cercidas,PER,1,Cercidas de Mégalopolis,
Cernay,LOC,1,?,
ces Mignards,MISC,1,?,
César,PER,3,Gaius Julius Caesar,
cette Bastille,LOC,1,?,
Cette bohémienne,PER,1,Esmeralda,
Chaillot,LOC,1,?,
Challuau,LOC,1,?,
Chambord,LOC,1,?,
Champagne,LOC,2,?,
Champeaux,LOC,1,?,
chancelier de la Toison d ' or,PER,1,Jehan de Saint-Bertin,
chancelier de Sainte-Geneviève,PER,1,Chancelier de Saint-Geneviève,
Chantefleurie,PER,4,Paquette la Chantefleurie,
Charlemagne,PER,6,Charlemagne,
Charlerange,LOC,1,?,
Charles,PER,3,Charles de Bourbon,
Charles de Bourbon,PER,2,Charles de Bourbon,
Charles de Bourgogne,PER,1,Charles de Bourgogne,
Charles iv,PER,1,Charles IV de France,
Charles le Téméraire,PER,3,Charles de Bourgogne,
Charles V,PER,6,Charles V de France,
Charles vi,PER,1,Charles VI de France,
Charles VI,PER,3,Charles VI de France,
Charles VII,PER,1,Charles VII de France,
Charles VIII,PER,1,Charles VIII de France,
Charmolue,PER,31,Jacques Charmolue,
Charybde,PER,1,Charybde,
Châteaufort,LOC,1,?,
Châteaupers,PER,1,Phœbus de Châteaupers,
châtellenie de Poissy,LOC,1,?,
Chéops,LOC,1,?,
Chiart de Beaulion,PER,1,Chiart de Beaulion,
Childebert,PER,1,Childebert I,
chrétiens,MISC,1,?,
Christ,PER,5,Jésus Christ,
Christi,PER,1,Jésus Christ,
Chypre,LOC,1,?,
Cicero,PER,2,Marcus Tullius Cicero,
citadelle de Montilz-lès-Tours,LOC,1,?,
Cité,LOC,1,?,
Claude,PER,44,Claude Frollo,
Claude Frollo,PER,32,Claude Frollo,
Claude Pernelle,PER,2,Claude Pernelle,
Claude Rongeoreille,PER,1,Claude Rongeoreille,
Claudi,PER,1,Claude Frollo,
Claudius,PER,1,Claude Frollo,
claudo,PER,1,Quasimodo,
Clergé,PER,5,personnage Clergé,
Clermont,LOC,1,?,
cloître quadrilatéral des Mathurins,LOC,1,?,
Clopin,PER,44,Clopin Trouillefou,
Clopin Trouillefou,PER,21,Clopin Trouillefou,
clôture de Philippe-Auguste,LOC,1,?,
Cluny,LOC,1,?,
Coictier,PER,20,Jacques Coictier,
Colette la Charonne,PER,1,Colette la Charonne,
collège de Torchi,ORG,1,?,
Colombe,PER,6,Colombe de Gaillefontaine,
Colombe de Gaillefontaine,PER,3,Colombe de Gaillefontaine,
compère Coictier,PER,2,Jacques Coictier,
compère Coppenole,PER,1,Jacques Coppenole,
compère Guillaume,PER,1,Guillaume Rym,
Compère Jacques,PER,1,Jacques Charmolue,
compère Jacques,PER,1,Jacques Charmolue,
compère Olivier,PER,1,Olivier Le Daim,
Compère Tourangeau,PER,1,compère Tourangeau,
Compère Tristan,PER,1,Tristan l'Hermite,
comte de Foix,PER,1,"Gaston III Phœbus, Comte of Foix",
comte de Lyon,PER,1,Charles de Bourbon,
Conflans,LOC,1,?,
Constantinople,LOC,2,?,
consul Cicero,PER,1,Marcus Tullius Cicero,
Coppenole,PER,30,Jacques Coppenole,
Coralie,PER,1,Coralie,
Corbeil,LOC,2,?,
Corboeuf,LOC,1,?,
Cordoue,LOC,1,?,
Corneille,PER,1,Pierre Corneille,
Corrozet,PER,1,Gilles Corrozet,
Cour des Miracles,LOC,2,?,
cousin Phoebus,PER,2,Phœbus de Châteaupers,
croix-Dieu,PER,1,Dieu,
Cupido,PER,1,Cupidon,
Dagobert,PER,1,Dagobert I,
Damas,LOC,1,?,
dame Aloïse,PER,5,Aloïse de Gondelaurier,
Dame Aloïse de Gondelaurier,PER,1,Aloïse de Gondelaurier,
dame Gabelle,PER,1,dame Gabelle,
dame Justice,PER,1,Dame Justice,
damoiselle Fleur-de-Lys de Gondelaurier,PER,1,Fleur-de-Lys de Gondelaurier,
damoiselle Guillemette la Mairesse,PER,1,Guillemette la Mairesse,
damoiselle Mahiette,PER,2,Demoiselle Mahiette,
damoiselle Oudarde Musnier,PER,2,Oudarde Musnier,
Dante,PER,4,Dante Alighieri,
de Bourbon,PER,1,Charles de Bourbon,
de Champchevrier,PER,1,Bérangère de Champchevrier,
Dédale,PER,1,Dedalus,
Dedalus,PER,1,Dedalus,
demoiselle Guillemette,PER,1,Guillemette la Mairesse,
demoiselle Oudarde,PER,1,Oudarde Musnier,
des Anglais,MISC,1,?,
des Asturies,LOC,1,?,
des Augustins,LOC,1,?,
des Bernardins,LOC,1,?,
des Célestins,LOC,1,?,
des collines de Bicêtre,LOC,1,?,
des comtes Cowper,PER,1,Famille Cowper,
des égyptiennes,MISC,1,?,
des égyptiens,MISC,3,?,
des flamands,MISC,1,?,
des Fous,MISC,1,?,
des frères Paclet,PER,2,Famille Paclet,
des galeries du Palais,LOC,1,?,
des grèves du Terrain,LOC,1,?,
des Halles,LOC,4,?,
des Invalides,LOC,1,?,
des Ligues,MISC,1,?,
des Maures blancs,MISC,1,?,
des murailles de Paris,LOC,1,?,
des muses,MISC,1,?,
des Patrus,PER,1,Famille Patrus,
des Petits-Carreaux,LOC,1,?,
des Rois,MISC,1,?,
des Saints-Innocents,MISC,1,?,
des suisses,MISC,1,?,
des Tournelles,LOC,2,?,
des tours de Notre-Dame,LOC,8,?,
des tours Notre-Dame,LOC,1,?,
des Tribunaux,ORG,1,?,
des Vierges Marie,MISC,1,?,
des zingari,MISC,1,?,
Deum,PER,4,Dieu,
Deus,PER,3,Dieu,
Diane,PER,5,Diane de Christeuil,
Diane de Christeuil,PER,4,Diane de Christeuil,
Didyme d ' Alexandrie,PER,2,Didyme l’Aveugle,
Dieu,PER,125,Dieu,
Dieu chrétien,PER,1,Dieu,
Dieu mon Seigneur,PER,1,Dieu,
Dieu-le-Père,MISC,1,?,
Diogénès,PER,2,Diogène de Sinope,
Djali,PER,36,chèvre Djali,
docteur Claude Choart,PER,1,Claude Choart,
docteur Jacques,PER,1,Jacques Coictier,
dom Claude,PER,45,Claude Frollo,
Dom Claude,PER,18,Claude Frollo,
dom Claude Frollo,PER,2,Claude Frollo,
Dom Claude Frollo,PER,1,Claude Frollo,
dom Claude Frollo de Tirechappe,PER,1,Claude Frollo,
dom Pèdre,PER,1,dom Pèdre,
Domine,PER,1,Dieu,
Dominique Bocador,PER,1,Dominique Bocador,
Domni,PER,1,les juges,
domus ad piloria,LOC,1,?,
don Juan,PER,1,Don Juan,
du bailli du Palais,PER,2,Bailli de la cour,
du bois de Vincennes,LOC,3,?,
du bon Dieu,PER,2,Dieu,
du Breul,PER,1,Jacques du Breul,
du Cabaret-les-Vantes,LOC,1,?,
du Cagnard au Marché-Neuf,PER,1,Cagnard,
du capitaine,PER,12,Phœbus de Châteaupers,
du capitaine Mignon,PER,1,Capitaine Mignon,
du capitaine Phoebus,PER,1,Phœbus de Châteaupers,
du Capitole,LOC,1,?,
du cardinal Bertrand,PER,1,Bertrand du Pouget,
du cardinal de Pise,PER,1,Pietro Ottoboni,
du cardinal des Quatre-Couronnes,PER,1,Cardinal des Quatre-Couronnes,
du cardinal Pierre Bertrand,PER,1,Bertrand du Pouget,
du château de Fortescue,LOC,1,?,
du château de Loches,LOC,1,?,
du château de Winchestre,LOC,1,?,
du châtel du Pont de Saint-Cloud,LOC,1,?,
du Châtelet,LOC,8,?,
du Cid,MISC,1,?,
du clocher de Strasbourg,LOC,1,?,
du cloître Notre-Dame,LOC,1,?,
du collège d ' Autun,LOC,2,?,
du Collège de Dormans,LOC,1,?,
du collège de Torchi,ORG,1,?,
du collège Torchi,LOC,1,?,
du compère Tourangeau,PER,3,compère Tourangeau,
du Dauphin,PER,1,Charles V de France,
du Dauphiné,LOC,1,?,
du Dieu-Neuf,LOC,1,?,
du duc d ' Autriche,PER,1,"Léopold III, duc d’Autriche",
du duc d ' Égypte,PER,3,Mathias Hungadi Spicali,
du duc de Bourgogne,PER,1,Charles de Bourgogne,
du fleuve Phlégéto,LOC,1,?,
du Florentin,MISC,1,?,
du Grand,LOC,1,?,
du Grand-Cathay,LOC,1,?,
du Grand-Khan de Tartarie,PER,1,Grand-Khan de Tartarie,
du Grand-Pont,LOC,1,?,
Du Hancy,PER,1,menuisier Hancy,
du Jardin des Plantes,LOC,1,?,
du Jupiter de Crète,PER,1,Jupiter,
du légat Odo,PER,1,Légat Odo,
du logis Barbeau,LOC,1,?,
du logis Gondelaurier,LOC,9,?,
du Louvre,LOC,4,?,
du Marché-Palus,LOC,1,?,
du mont Ménaléen,LOC,1,?,
du Moulin,PER,1,Jehan Frollo,
du Nil,LOC,1,?,
du Palais,LOC,11,?,
du Palais de Justice,LOC,7,?,
du palais des Tournelles,LOC,1,?,
du Palais-Royal,LOC,1,?,
du Panthéon,LOC,1,?,
du parc des Tournelles,LOC,1,?,
du Paris neuf,LOC,1,?,
du Parloir-aux-Bourgeois,LOC,2,?,
du Parthénon,LOC,1,?,
du Parvis,LOC,4,?,
du pâté Notre-Dame,LOC,1,?,
du Père,PER,2,Dieu,
du père Adam,PER,1,Adam,
du Petit-Bourbon,LOC,1,?,
du Petit-Châtelet,LOC,2,?,
du Petit-Pont,LOC,1,?,
du Ponceau,LOC,1,?,
du Pont de Meulan,LOC,1,?,
du pont Neuf,LOC,1,?,
du Pont Notre-Dame,LOC,1,?,
du Pont Saint-Michel,LOC,4,?,
du Pont-au-Change,LOC,1,?,
du Pont-aux-Changeurs,LOC,2,?,
du Pont-aux-Meuniers,LOC,2,?,
du Pont-Neuf,LOC,1,?,
du porche Gondelaurier,LOC,1,?,
du port Saint-Landry,LOC,1,?,
du Port-au-Foin,LOC,1,?,
du portail Saint-Gervais,LOC,1,?,
du Pré-aux-Clercs,LOC,1,?,
du Prete-Jan,LOC,1,?,
du prêtre,PER,13,Claude Frollo,
du prévôt de Paris,PER,2,Robert d’Estouteville,
du prévôt Tristan,PER,1,Tristan l'Hermite,
du primat des Gaules,PER,1,Charles de Bourbon,
du quai de la Vieille-Pelleterie,LOC,1,?,
du roi Charles VII,PER,1,Charles VII de France,
du roi de Sicile,PER,2,René d’Anjou,
du roi de Thunes,PER,2,Clopin Trouillefou,
du roi Édouard,PER,1,Edouard IV d’Angleterre,
du roi Louis XI,PER,2,Louis XI de France,
du Royaume,LOC,1,?,
du Seigneur,PER,1,Dieu,
du seigneur d ' Hymbercourt,PER,1,Guy d'Hymbercourt,
du Semeur,PER,1,Christophe de Lycie,
du sieur Aubry,PER,1,Sieur Aubry,
du sieur Phoebus de Châteaupers,PER,1,Phœbus de Châteaupers,
du Temple,LOC,2,?,
du temple indien d ' Eklinga,LOC,1,?,
du Terrain,LOC,4,?,
du Trou aux Rats,LOC,4,?,
du Val-de-Grâce,LOC,1,?,
du vicomte de Gif,PER,1,Vicomte de Gif,
du vieux Louvre,LOC,1,?,
du vieux Paris,LOC,3,?,
Dubartas,PER,1,Guillaume de Salluste du Bartas,
duc d ' Égypte et de Bohême,PER,2,Mathias Hungadi Spicali,
échevin de Bruxelles,PER,1,Clays d’Etuelde,
échevin de la ville de Louvain,PER,1,Loys Roelof,
Ecnome,LOC,1,?,
Édouard IV,PER,2,Edouard IV d’Angleterre,
église de Notre-Dame,LOC,1,?,
Égypte,LOC,16,?,
égyptienne,MISC,1,?,
égyptienne,PER,8,Esmeralda,
égyptiennes,MISC,1,?,
Élisabeth Trouvain,PER,1,Élisabeth Trouvain,
Embas du Châtelet,LOC,2,?,
Émery Rousseau,PER,1,Émery Rousseau,
empereur de Galilée,PER,1,Guillaume Rousseau,
empereur de l ' empire de Galilée,PER,1,Guillaume Rousseau,
emprès Saint-Paul,PER,1,Saint-Paul,
enfant-Jésus,PER,1,Jésus Christ,
Enguerrand de Marigni,PER,1,Enguerrand de Marigni,
Épernay,LOC,1,?,
Éphèse,LOC,1,?,
Epicurius,PER,1,Épicure,
Épidaurus,PER,1,Épidaurus,
Érostrate,PER,1,Érostrate,
Eschyle,PER,1,Eschyle,
Eschyles,PER,1,Eschyle,
Esculape,PER,1,Esculape,
Esmenarda,PER,1,Esmeralda,
Esmeralda,PER,8,Esmeralda,
Espagne,LOC,2,?,
espagnols,MISC,1,?,
Étampes,LOC,1,?,
Éthiopie,LOC,1,?,
Étienne Barbette,PER,1,Étienne Barbette,
Europe,LOC,1,?,
Eustache,PER,11,Maître Eustache,
Eustache Moubon,PER,2,Eustache Moubon,
Ève,PER,1,Éve,
évêque d ' Hispale,PER,1,Théodore de Cantorbéry,
évêque de Chartres,PER,1,Ivo de Chartres,
évêque de Paris,PER,2,Guillaume Chartier,
évêque de Worms,PER,1,Évêque Bouchard de Worms,
Falourdel,PER,1,Falourdel,
Faune,PER,1,Faune,
Faust,PER,1,Johann Georg Faust,
Favyn,PER,1,André Favyn,
Femme Falourdel,PER,2,Falourdel,
Figaro,PER,1,Figaro,
flamand,MISC,1,?,
Flamel,PER,3,Nicolas Flamel,
Flamma,PER,1,Nicolas Flamel,
Flandre,LOC,3,?,
Fleur-de-Lys,PER,59,Fleur-de-Lys de Gondelaurier,
Fleur-de-Lys de Gondelaurier,PER,1,Fleur-de-Lys de Gondelaurier,
Florian Barbedienne,PER,1,Florian Barbedienne,
Florian le lourdaud,PER,1,Florian Barbedienne,
fluvio Sequanae,LOC,1,?,
For-l ' Évêque,LOC,2,?,
France,LOC,35,?,
François Chante-Prune,PER,2,François Chanteprune,
François Chanteprune,PER,1,François Chanteprune,
François II,PER,2,François II de France,
frère Claude,PER,4,Claude Frollo,
Frère Claude,PER,1,Claude Frollo,
Frollo,PER,1,Claude Frollo,
Gabrielle,PER,2,"Gabrielle, cloche de Quasimodo",
Gaillefontaine,PER,1,Colombe de Gaillefontaine,
Galilée,MISC,1,?,
Gand,LOC,7,?,
garde du scel du Châtelet de Paris,PER,1,Renault Château,
Gargantua,PER,1,Gargantua,
Gauchère,PER,4,Gauchère la Violette,
Gauchère la Violette,PER,1,Gauchère la Violette,
gendarmerie de Paris,ORG,1,?,
Gentilly,LOC,1,?,
Gergeole,PER,1,Germain Pilon,
Germain Pilon,PER,1,Germain Pilon,
Gervaise,PER,29,Gervaise,
Gié,LOC,1,?,
Gieffroy Mabonne,PER,1,Gieffroy Mabonne,
Gieffroy Pincebourde,PER,1,Gieffroy Pincebourde,
Gilbert Acle,PER,1,Gilbert Acle,
Gilbert de Suilly,PER,1,Gilbert de Suilly,
Gilbertus de Soliaco,PER,1,Gilbert de Suilly,
Gilles Lecornu,PER,3,Gilles Lecornu,
Gillet-Soulart,PER,1,Gillet-Soulart,
Gisquette,PER,18,Gisquette la Gencienne,
Gisquette la Gencienne,PER,2,Gisquette la Gencienne,
Glaber Radulphus,PER,1,Glaber Radulphus,
Gondelaurier,PER,1,Fleur-de-Lys de Gondelaurier,
Gonesse,LOC,1,?,
Goton,PER,1,Esmeralda,
Goya,PER,1,Francisco Goya,
grand ' salle du Palais,LOC,1,?,
Grandson,LOC,1,?,
Gratien,PER,3,Empereur Gratien,
Grèce,LOC,1,?,
Grégoire ix,PER,1,Pape Grégoire IX,
Grégoire VII,PER,1,Pape Grégoire VII,
Grégoire vii,PER,1,Pape Grégoire VII,
Grève,LOC,13,?,
Gringoire,PER,307,Pierre Gringoire,
Gudule,PER,14,Paquette la Chantefleurie,
Guery Aubergeon,PER,1,Guery Aubergeon,
Gueux,LOC,1,?,
Guillaume,PER,3,"Guillaume, cloche de Quasimodo",
Guillaume Alixandre,PER,1,Guillaume Alixandre,
Guillaume Chartier,PER,1,Guillaume Chartier,
Guillaume de Hangast,PER,1,Guillaume de Hangest,
Guillaume de Harancourt,PER,1,Guillaume de Harancourt,
Guillaume de Paris,PER,5,Guillaume Chartier,
Guillaume Frère,PER,1,Guillaume Frère,
Guillaume Hugonet,PER,1,Guillaume Hugonet,
Guillaume le Conquérant,PER,1,Guillaume II d’Angleterre,
Guillaume Longuejoue,PER,1,Guillaume Longuejoue,
Guillaume Racine,PER,1,Guillaume Racine,
Guillaume Rousseau,PER,2,Guillaume Rousseau,
Guillaume Rym,PER,18,Guillaume Rym,
Guillaume Thiboust,PER,1,Guillaume Thiboust,
Guillemette la Mairesse,PER,1,Guillemette la Mairesse,
Guillemette Maugerepuis,PER,1,Guillemette Maugerepuis,
Gustave-Adolphe,PER,1,Gustave-Adolphe,
Gutenberg,PER,5,Johannes Gutenberg,
Guy d ' Hymbercourt,PER,1,Guy d'Hymbercourt,
Guybertaut,PER,1,père Guybertaut,
Harefleu,LOC,1,?,
haut bailli de Gand,PER,1,Bailli de la cour,
Hecataeus,PER,1,Hecate,
Helgaldus,PER,1,Helgaud,
Hennequin Dandèche,PER,1,Hennequin Dandèche,
Henri II,PER,1,Henry II de France,
Henri iv,PER,1,Henri IV de France,
Henri IV,PER,2,Henri IV de France,
Henriet,PER,2,Henriet Cousin,
Henriet Cousin,PER,11,Henriet Cousin,
Henriette la Gaultière,PER,2,Henriette la Gaultière,
Hercules,PER,1,Hercule,
Hermès,PER,5,Hermès,
Hérodotus,PER,1,Hérodote,
Hippocrates,PER,1,Hippocrate,
Hippocratès,PER,2,Hippocrate,
Hobbes,PER,1,Thomas Hobbes,
Homère,PER,6,Homère,
Homerus,PER,3,Homère,
Hongrie,LOC,1,?,
Honorius d ' Autun,PER,1,Honorius d'Autun,
Honorius iii,PER,1,Pape Honorius III,
Horace,PER,1,Quintus Horatius Flaccus,
Horatius,PER,1,Quintus Horatius Flaccus,
hôtel de Bourbon,LOC,1,?,
hôtel de Saint-Pol,LOC,1,?,
Hôtel de Ville,LOC,2,?,
Hugues Aubriot,PER,1,Hugues Aubriot,
Hugues de Saint-Victor,PER,1,Hugues de Saint Victor,
Husson le Voir,PER,1,Husson le Voir,
Hutin de Mailly,PER,1,Hutin de Mailly,
île de la Cité,LOC,1,?,
Irlande,LOC,2,?,
Isabeau,PER,1,Isabeau la Thierrye,
Isabeau la Paynette,PER,1,Isabeau la Paynette,
Isabeau la Thierrye,PER,2,Isabeau la Thierrye,
Isabeau-la-Thierrye,PER,1,Isabeau la Thierrye,
Israël,LOC,1,?,
Issy,LOC,2,?,
Italie,LOC,2,?,
Italien,MISC,1,?,
italiens,MISC,1,?,
Jacob,PER,1,Jacob,
Jacqueline,MISC,3,?,
Jacqueline Ronge-Oreille,PER,1,Jacqueline Ronge-Oreille,
Jacques Charmolue,PER,8,Jacques Charmolue,
Jacques Coictier,PER,10,Jacques Coictier,
Jacques Coppenole,PER,3,Jacques Coppenole,
Jacques d ' Espars,PER,1,Jacques d’Espars,
Jacques d ' Estouteville,PER,1,Jacques d'Estouteville,
Jacques de Goy,PER,1,Jacques de Goy,
Jacques de Villiers,PER,1,Jacques de Villiers,
Jacques Le Maire,PER,1,Jacques le Maire,
Jamblique,PER,1,Lamblichus,
jardin Dédalus,LOC,1,?,
Jean de Châlons,PER,1,Jean de Châlons,
Jean de Châteaumorant,PER,1,Jean de Châteaumorant,
Jean de Cumène,PER,1,Jean de Cumène,
Jean de Monroyal,PER,1,Mathias Corvin,
Jean de Montagu,PER,1,Jean de Montagu,
Jean de Troyes,PER,2,Jean de Troyes,
Jean Frollo,PER,1,Jehan Frollo,
Jean Goujon,PER,1,Jean Goujon,
Jean Jouvenel des Ursins,PER,1,Jehan Jouvenel des Ursins,
Jean Maillevin,PER,1,Jean Maillevin,
Jean Maugue,PER,1,Jean Maugue,
Jean sans Terre,PER,1,Jean d’Angleterre,
Jean Valleret,PER,1,Jean Valleret,
Jean-Pain-Mollet,LOC,1,?,
Jehan,PER,130,Jehan Frollo,
Jehan Daiz,PER,1,Jehan Daiz,
Jehan de Harlay,PER,1,Jehan de Harlay,
Jehan de Molendino,PER,1,Jehan Frollo,
Jehan du Moulin,PER,5,Jehan Frollo,
Jehan Dymaerzelle,PER,1,Jehan Dymaerzelle,
Jehan Fourbault,PER,4,Jehan Fourbault,
Jehan Frollo,PER,5,Jehan Frollo,
Jehan Frollo du Moulin,PER,5,Jehan Frollo,
Jehan Marchand,PER,2,Jehan Marchand,
Jehan Pincebourde,PER,1,Jehan Pincebourde,
Jehan Pinnock,PER,1,Jehan Pincebourde,
Jehanne,PER,3,Jehanne de la Tarme,
Jehanne de la Tarme,PER,3,Jehanne de la Tarme,
Jehanneton du Buisson,PER,1,Jehanneton du Buisson,
Jérusalem,LOC,1,?,
Jésus,PER,1,Jésus Christ,
Joannes,PER,4,Jehan Frollo,
