Form,Type,Mentions,Entity,Metadata
Auguste,PER,1,Gaius Julius Caesar Augustus,
aux Bouffes,LOC,2,?,
aux Chevreuse,PER,1,Famille Chevreuse,
aux États-Unis d ' Amérique,LOC,1,?,
aux Longueville de la Fronde,PER,1,Famille Longueville,
aux Maslon,PER,1,Famille Maslon,
aux Valenod,PER,1,Famille Valenod,
Babylone,LOC,3,?,
Balland,PER,1,Monsieur Balland,
Barême,PER,1,Barême,
baron de Tolly,PER,2,Baron de Tolly,
baron Le Bourguignon,PER,1,Baron Le Bourguignon,
Bassompierre,PER,1,François de Bassompierre,
Baylen,LOC,1,?,
Bazile,PER,1,Bazile,
Beaujolais,LOC,1,?,
Beauvoisis,LOC,2,?,
Belphégor,PER,1,"Belphégor, dit le Fantôme du Louvre",
Béranger,PER,2,Pierre-Jean de Béranger,
Besançon,LOC,90,?,
Besenval,PER,1,Pierre-Victor de Besenval de Brünstatt,
bois de Boulogne,LOC,1,?,
bon Dieu,PER,1,Dieu,
Bonaparte,PER,17,Napoléon Bonaparte,
Boniface de La Mole,PER,9,Boniface de La Mole,
Bordeaux,LOC,1,?,
Bossuet,LOC,1,?,
Bossuet,PER,1,Jacques-Bénigne Bossuet,
Bourgogne,LOC,1,?,
Brantôme,PER,2,"Pierre de Bourdeille, dit Brantôme",
Bray,LOC,2,?,
Bray-le-Haut,LOC,10,?,
Bretagne,LOC,1,?,
Bruxelles,LOC,1,?,
Buonaparté,PER,1,Napoléon Bonaparte,
Burlington street,LOC,1,?,
Bustos,PER,1,Diego Bustos,
café de la Girafe,LOC,1,?,
Café-hauss,LOC,2,?,
Calais,LOC,1,?,
capitaine de Rênal,PER,1,Capitaine de Rênal,
cardinal Dubois,PER,1,Guillaume Dubois,
cardinal Richelieu,PER,1,"Armand Jean du Plessis, duc de Richelieu",
Carnot,PER,1,Lazare Carnot,
Caroline,PER,1,Caroline,
Casino,LOC,2,?,
Cathelineau,PER,1,Jacques Cathelineau,
Catherine de Médicis,PER,3,Catherine de Médicis,
Caylus,MISC,1,?,
Caylus,PER,6,Comte de Caylus,
ce petit Sorel,PER,1,Julien Sorel,
ce Russe,MISC,1,?,
Cercle noble de Verrières,ORG,1,?,
César,PER,1,Caius Julius Caesar,
Châlons,LOC,2,?,
Champagne,LOC,3,?,
Chapelle,PER,1,"Claude-Emmanuel Luillier, dit Chapelle",
Charlemagne,PER,1,Empereur Charlemagne,
Charles IX,PER,3,Charles IX de France,
Charles le Téméraire,PER,3,Charles le Téméraire,
Charmier,PER,2,Charmier,
Château,LOC,1,?,
château de Monfleury,LOC,1,?,
Chazel,PER,4,Chazel,
Chélan,MISC,1,?,
Chélan,PER,4,Abbé Chélan,
Cholin,PER,2,Monsieur de Cholin,
Cicéron,PER,4,Marcus Tullius Cicero,
Cimarosa,PER,1,Domenico Cimarosa,
Coblentz,LOC,1,?,
Coconasso,PER,3,Annibal de Coconasso,
Collé,PER,1,Charles Collé,
Colmar,LOC,1,?,
comte de Caylus,PER,1,Comte de Caylus,
comte de Thaler,PER,2,Comte de Thaler,
comte Norbert,PER,1,Norbert de la Mole,
Conradin,PER,1,Conradin,
Constantin,PER,1,Empereur Constantin I le Grand,
Corneille,PER,1,Pierre Corneille,
Cornelii Taciti,PER,1,Cornelii Taciti,
Coulon,PER,1,Quadrille de Coulon,
Courier,PER,1,Paul-Louis Courier,
couvent du Sacré-Coeur,LOC,2,?,
Croisenois,MISC,1,?,
Croisenois,PER,13,Marquis de Croisenois,
curé Chélan,PER,5,Abbé Chélan,
d ' Alembert,PER,1,Jean le Rond d’Alembert,
D ' Aubigné,PER,1,Théodore Agrippa d’Aubigné,
d ' Aubigné,PER,1,Théodore Agrippa d’Aubigné,
Danton,PER,14,Georges Danton,
de Caylus,PER,5,Comte de Caylus,
de Cholin,PER,4,Monsieur de Cholin,
de Croisenois,PER,5,Marquis de Croisenois,
de Luz,PER,8,Vicomte de Luz,
de Maugiron,PER,1,Monsieur Charcot de Maugiron,
De Moirod,PER,1,Monsieur de Moirod,
de Moirod,PER,4,Monsieur de Moirod,
des bords du Rhin,LOC,1,?,
des Castanède,PER,2,Famille Castanède,
des Égyptiens,MISC,1,?,
des Français,MISC,1,?,
des Frilair,PER,2,Famille Frilair,
des Hollandais,MISC,1,?,
des jésuites,MISC,1,?,
des jeunes de Rênal,PER,1,Famille de Rênal,
des Maslon,PER,2,Famille de Maslon,
des Perses,MISC,1,?,
des Pyrénées,LOC,1,?,
des Tuileries,LOC,1,?,
des Valenod,PER,1,Famille de Valenod,
Desaix,PER,1,Louis Desaix,
Descoulis,PER,2,Monsieur Descoulis,
Deum,PER,2,Dieu,
Dieu,PER,91,Dieu,
Dieu le Père,PER,1,Dieu,
Dijon,LOC,8,?,
Dôle,LOC,1,?,
don Diego,PER,2,Diego Bustos,
Don Diego Bustos,PER,1,Diego Bustos,
don Diego Bustos,PER,4,Diego Bustos,
Dorat,PER,1,Claude Joseph Dorat,
Doubs,LOC,1,?,
du 96e,ORG,1,?,
du Beaujolais,LOC,1,?,
du Casino,LOC,1,?,
du Château,LOC,1,?,
du chevalier de Beauvoisis,PER,2,Charles de Beauvoisis,
du colonel Caron,PER,1,Colonel Caron,
du comte Norbert,PER,2,Norbert de la Mole,
du conservatoire de Naples,ORG,1,?,
du cours du Doubs,LOC,1,?,
du dépôt de mendicité de Verrières,LOC,1,?,
du Dieu,PER,2,Dieu,
du Doubs,LOC,2,?,
du duc d ' Alençon,PER,1,Duc d’Alençon,
du duc de Castries,PER,1,Duc de Castries,
du duc de Retz,PER,2,Duc de Retz,
du duc de Saint-Simon,PER,1,"Louis Rouvroy, Duc de Saint-Simon",
du faubourg Saint-Germain,LOC,1,?,
du jardin de l ' hôtel de La Mole,LOC,1,?,
du Jura,LOC,1,?,
du maréchal Ney,PER,1,Michel Ney,
du maréchal Saint-Cyr,PER,1,Laurent de Gouvion Saint-Cyr,
du marquis de Croisenois,PER,2,Marquis de Croisenois,
du marquis de La Mole,PER,2,Marquis de la Mole,
du moulin du Doubs,LOC,1,?,
du Napolitain,PER,1,Marquis de la Mole,
du Nil,LOC,1,?,
du Palais-Royal,LOC,1,?,
du parc de Saint-Cloud,LOC,1,?,
du père Sorel,PER,1,père Sorel,
du petit abbé Sorel,PER,1,Julien Sorel,
du Piémont,LOC,1,?,
du pont de Lodi,LOC,1,?,
du prince Korasoff,PER,2,Prince Korasoff,
du Rhin,LOC,2,?,
du roi Charles X.,PER,1,Charles X de France,
du roi de * * *,MISC,1,?,
du roi de * * *,PER,1,Charles X de France,
du roi de Navarre,PER,1,Henri IV de France,
du roi Feretrius,PER,1,Roi Feretrius,
du Sacré-Coeur,LOC,1,?,
du Sacré-Coeur de Jésus,LOC,2,?,
du Seigneur,PER,2,Dieu,
du Très-Haut,PER,1,Dieu,
du Valenod,PER,2,Baron de Valenod,
du Verra,LOC,1,?,
du vieux Sorel,PER,1,père Sorel,
Dubois,PER,1,Guillaume Dubois,
duc d ' Orléans,PER,1,Duc d’Orléans,
duc de Chaulnes,PER,2,Duc de Chaulnes,
duc de Fitz-Folke,PER,1,Duc de Fitz-Folke,
Ducros,PER,1,Ducro,
Edimbourg,LOC,1,?,
église de Vergy,LOC,1,?,
église de Verrières,LOC,1,?,
Égypte,LOC,2,?,
Élisa,PER,32,Mademoiselle Elisa,
Espagne,LOC,3,?,
Espagnol don Diego Bustos,PER,1,Diego Bustos,
État,ORG,1,?,
Europe,LOC,3,?,
évêque d ' Agde,PER,1,Évêque d’Agde,
évêque de * * *,PER,1,Évêque de ***,
Falcoz,PER,10,Falcoz,
familles de la Bourgogne,MISC,1,?,
faubourg Saint-Germain,LOC,2,?,
Fénelon,PER,1,François Fénelon,
Fervaques,PER,1,Famille Fervaques,
Fleury,PER,1,Claude Fleury,
Fontenoy,LOC,1,?,
Fouqué,PER,78,Monsieur Fouqué,
Franc-Comtoise,MISC,1,?,
Français,MISC,1,?,
France,LOC,45,?,
Francfort,LOC,1,?,
Franche-Comté,LOC,6,?,
Franche-Comté,MISC,1,?,
François Ier,PER,1,François Ier de France,
Frilair,PER,4,Abbé Frilair,
Gabrielle,PER,1,Gabrielle d'Estrées,
Genève,LOC,2,?,
Genlis,LOC,5,?,
George IV,PER,3,George IV du Royaume-Uni,
Géorgiques de Virgile,MISC,1,?,
Geronimo,PER,9,Monsieur Geronimo,
Géronimo,PER,2,Monsieur Geronimo,
Giovannone,PER,2,Signor Giovannone,
Gouvion Saint-Cyr,PER,1,Laurent de Gouvion Saint-Cyr,
grand Dieu,PER,5,Dieu,
Grand Dieu,PER,5,Dieu,
grand vicaire de Frilair,PER,1,Abbé Frilair,
Granvelle,PER,1,Granvelle,
Grèce,LOC,1,?,
Grégoire,PER,1,Henri Grégoire,
Grogeot,PER,2,Grogeot,
Gros,PER,1,Monsieur Gros,
Gustave,PER,1,Gustave Adolphe,
Gustave-Adolphe,MISC,1,?,
Guy de Croisenois,PER,1,Guy de Croisenois,
Hambourg,LOC,1,?,
Henri III,PER,5,Henri III de France,
Henri IV,PER,3,Henri IV de France,
Henri VIII,PER,1,Henri VIII de France,
Hercule,PER,2,Hercule,
Hernani,PER,1,"Jean d’Aragon, dit Hernani",
Hoche,PER,1,Lazare Hoche,
Hollande,LOC,1,?,
Homère,PER,1,Homère,
Horace,PER,14,Horace,
Hume,PER,1,David Hume,
Hyères,LOC,4,?,
Iago,PER,1,Iago,
Il signor Geronimo,PER,1,Monsieur Geronimo,
il signor Geronimo,PER,1,Monsieur Geronimo,
il signor Géronimo,PER,2,Monsieur Geronimo,
Israël Bertuccio,PER,2,Israël Bertuccio,
Italie,LOC,10,?,
Italiens,MISC,1,?,
J. S.,PER,1,Julien Sorel,
J.-J. Rousseau,PER,2,Jean-Jacques Rousseau,
Japon,LOC,1,?,
Jarnac,LOC,1,?,
Jean,PER,1,Jean,
jésuites,MISC,1,?,
John Anderson,PER,1,John Anderson,
Jourdan,PER,1,Jean-Baptiste Jourdan,
Juif,PER,1,père Thaler,
Julien,LOC,1,?,
Julien,PER,1846,Julien Sorel,
Julien Sorel,PER,16,Julien Sorel,
Jura,LOC,3,?,
Kalisky,PER,2,Kalisky,
Kehl,LOC,2,?,
Kléber,PER,1,Jean-Baptiste Kléber,
Korasoff,PER,10,Prince Korasoff,
l ' abbaye de Bray-le-Haut,LOC,4,?,
L ' abbé Castanède,PER,2,Abbé Castanède,
l ' abbé Castanède,PER,7,Abbé Castanède,
L ' abbé Chas,PER,3,Abbé Chas-Bernard,
l ' abbé Chas,PER,8,Abbé Chas-Bernard,
l ' abbé Chas-Bernard,PER,3,Abbé Chas-Bernard,
L ' abbé Chas-Bernard,PER,1,Abbé Chas-Bernard,
l ' abbé Chélan,PER,11,Abbé Chélan,
l ' abbé de Frilair,PER,10,Abbé Frilair,
L ' abbé de Frilair,PER,1,Abbé Frilair,
l ' abbé de Pradt,PER,1,Abbé de Pradt,
l ' abbé Delille,PER,2,Abbé Delille,
l ' abbé Maslon,PER,6,Abbé Maslon,
l ' abbé Maury,PER,1,Abbé Maury,
l ' abbé Pirard,PER,58,Abbé Pirard,
L ' abbé Pirard,PER,17,Abbé Pirard,
l ' abbé Prévost,PER,1,Abbé Prévost,
l ' Académie,ORG,1,?,
l ' Allemagne,LOC,1,?,
l ' Alsace,LOC,1,?,
l ' ambassade de Naples,ORG,1,?,
l ' ambassade de Rome,ORG,1,?,
l ' ambassadeur de Russie,PER,1,Duc de Retz,
l ' ancienne Église gallicane,MISC,1,?,
l ' Angleterre,LOC,7,?,
L ' Angleterre,LOC,2,?,
l ' antique Bisontium,MISC,1,?,
l ' Apennin,LOC,1,?,
L ' article 1342 du Code pénal,MISC,1,?,
l ' Autriche,LOC,2,?,
l ' Aveyron,LOC,1,?,
l ' École militaire,ORG,1,?,
l ' Église,ORG,6,?,
l ' Église de France,ORG,3,?,
l ' église de Vergy,LOC,1,?,
l ' église de Verrières,LOC,2,?,
l ' empereur Alexandre,PER,1,Alexandre I de Russie,
l ' empereur de Russie,PER,1,Alexandre I de Russie,
l ' empereur Napoléon,PER,1,Napoléon Bonaparte,
l ' Empire,MISC,1,?,
l ' Empire,ORG,2,?,
l ' Empire romain,MISC,1,?,
l ' Espagne,LOC,1,?,
l ' Espagnol,MISC,2,?,
L ' Espagnol,MISC,2,?,
l ' État,ORG,4,?,
l ' Étoile,PER,1,Pierre de L’Estoile,
l ' Europe,LOC,3,?,
l ' évêque d ' Agde,PER,3,Évêque d’Agde,
L ' évêque de Besançon,PER,1,Évêque de Besançon,
l ' évêque de Besançon,PER,1,Évêque de Besançon,
l ' ex-lieutenant du 96e,PER,1,Lieutenant Liévin,
l ' Helvétie,LOC,1,?,
L ' Hercule,MISC,1,?,
l ' hôtel d ' Aligre,LOC,1,?,
l ' hôtel de Caylus,LOC,1,?,
l ' hôtel de Chaulnes,LOC,2,?,
l ' hôtel de Fervaques,LOC,4,?,
l ' hôtel de la mole,LOC,1,?,
l ' hôtel de La Mole,LOC,23,?,
l ' hôtel de Retz,LOC,2,?,
l ' hôtel de Soissons,LOC,1,?,
l ' hôtel des Ambassadeurs,LOC,1,?,
l ' hôtesse des Ambassadeurs,PER,1,Hôtesse des Ambassadeurs,
l ' Inquisition,ORG,1,?,
l ' Italie,LOC,1,?,
L ' oncle de M. de Luz,PER,1,Oncle du Vicomte de Luz,
l ' Opéra,LOC,6,?,
l ' Opéra,MISC,1,?,
l ' Opéra italien,LOC,2,?,
l ' Opéra-Buffa,LOC,1,?,
la belle Fourmont,PER,1,Mademoiselle Fourmont,
la belle Franc-Comtoise,PER,1,Amanda Binet,
la Bourgogne,LOC,2,?,
la Bourse,MISC,1,?,
la Camarilla,ORG,1,?,
la Chambre,ORG,3,?,
la chambre de Mathilde,LOC,1,?,
la Chambre des pairs,ORG,1,?,
la chapelle Sixtine,LOC,1,?,
la Charte,ORG,1,?,
la citadelle de Besançon,LOC,2,?,
la civilisation du XIXe siècle,MISC,1,?,
la colline de Montmartre,LOC,1,?,
la commune de Verrières,LOC,2,?,
la confrérie de Saint-Joseph,ORG,1,?,
la congrégation de la Vierge,ORG,1,?,
la congrégation du Saint-Sacrement,ORG,1,?,
la Cour,ORG,1,?,
la Cour d ' assises,LOC,1,?,
la cour de France,LOC,1,?,
la cour de Henri III,MISC,2,?,
la cour de Louis XVI,MISC,1,?,
la duchesse de Bourgogne,PER,1,Duchesse de Bourgogne,
La Fayette,PER,1,Gilbert du Motier de La Fayette,
La Fontaine,PER,2,Jean de La Fontaine,
la France,LOC,8,?,
la Franche-Comté,LOC,2,?,
la galerie de Diane aux Tuileries,LOC,1,?,
la Gazette de France,ORG,1,?,
la grande salle du Palais de Justice,LOC,1,?,
la guerre d ' Espagne,MISC,1,?,
La jeune marquise de Rouvray,PER,1,Marquise de Rouvray,
la Légion d ' honneur,ORG,5,?,
la Madeleine,MISC,1,?,
la maison d ' Orléans,PER,1,Maison d’Orléans,
la Malmaison,LOC,1,?,
la maréchale de Fervaques,PER,1,Maréchale de Fervaques,
La maréchale de Fervaques,PER,2,Maréchale de Fervaques,
la marquise de La Mole,PER,1,Marquise de la Mole,
la marquise de R ...,MISC,1,?,
la marquise de Rubempré,PER,1,Marquise de Rubempré,
la mère de Stanislas,PER,1,Louise de Rênal,
La Mole,PER,7,Marquis de la Mole,
la montagne à l ' orient de Verrières,LOC,1,?,
la montagne à Liveru,LOC,1,?,
la Nouvelle Héloïse,PER,1,"Julie d’Étange, dite la Nouvelle Héloïse",
La Nouvelle Héloïse,PER,1,"Julie d’Étange, dite la Nouvelle Héloïse",
la Palestine,LOC,1,?,
la place Louis XVI,LOC,1,?,
la place publique de Verrières,LOC,1,?,
la préfecture de * * *,MISC,1,?,
la prison de Besançon,LOC,1,?,
la procession de la,MISC,1,?,
la Providence,ORG,1,?,
la Prusse,LOC,2,?,
la Quotidienne,ORG,2,?,
la reine Catherine de Médicis,PER,1,Catherine de Médicis,
la reine Marguerite de Navarre,PER,2,Marguerite de Navarre,
la résidence du ministre,LOC,1,?,
la rive du Doubs,LOC,3,?,
la route de la Bourgogne,LOC,1,?,
la rue du Bac,LOC,1,?,
la rue Saint-Honoré,LOC,2,?,
la Russie,LOC,3,?,
la Seine,LOC,1,?,
la Suisse,LOC,1,?,
la Talma,MISC,1,?,
la Trappe,LOC,1,?,
la vallée du Doubs,LOC,2,?,
la Vierge,PER,1,Marie de Nazareth,
la ville de Verrières,LOC,1,?,
LADISLAS,PER,1,Ladislas,
Ladislas,PER,1,Ladislas,
Languedoc,LOC,2,?,
Languedoc,MISC,1,?,
le baron Bâton,PER,1,Baron Bâton,
le baron de La Joumate,PER,1,Baron de la Joumate,
le baron de Tolly,PER,1,Baron de Tolly,
le baron L ...,PER,1,Baron L…,
Le baron Valenod,PER,1,Baron Valenod,
le Belvédère,LOC,1,?,
le Benjamin de l ' abbé Pirard,PER,1,Julien Sorel,
le bois de Boulogne,LOC,1,?,
le bon curé Chélan,PER,1,Abbé Chélan,
le bord du Rhin,LOC,1,?,
Le Bourguignon,PER,1,Baron Le Bourguignon,
le Charmier de Bernard,PER,1,Charmier,
le chevalier de Beauvoisis,PER,7,Charles de Beauvoisis,
Le chevalier de Beauvoisis,PER,1,Charles de Beauvoisis,
le comte Altamira,PER,6,Comte Altamira,
Le comte Altamira,PER,2,Comte Altamira,
le comte Chalvet,PER,2,Comte Chalvet,
Le comte Chalvet,PER,2,Comte Chalvet,
le comte de Caylus,PER,3,Comte de Caylus,
Le comte de Caylus,PER,2,Comte de Caylus,
le comte de Fervaques,PER,1,Comte de Fervaques,
le comte de La Mole,PER,1,Norbert de la Mole,
le comte de Thaler,PER,1,Comte de Thaler,
le comte Norbert,PER,7,Norbert de la Mole,
Le comte Norbert,PER,4,Norbert de la Mole,
le Comte Ory,PER,1,Comte Ory,
le Conservatoire,ORG,1,?,
le Cours de la Fidélité,LOC,3,?,
le cours du Doubs,LOC,1,?,
Le Croisenois,PER,1,Marquis de Croisenois,
le curé Chélan,PER,2,Abbé Chélan,
le curé N ...,MISC,1,?,
le dépôt de mendicité de Verrières,LOC,1,?,
le dévot Altamira,PER,1,Comte Altamira,
le Dieu,PER,1,Dieu,
le Dieu de Fénelon,PER,1,Dieu,
le Dieu des chrétiens,PER,1,Dieu,
Le Doubs,LOC,1,?,
le Doubs,LOC,3,?,
le duc Charles le Téméraire,PER,1,Charles le Téméraire,
le duc d ' Alençon,PER,1,Duc d’Alençon,
le duc de * * *,PER,1,Duc de ***,
le duc de Bouillon,PER,1,Duc de Bouillon,
le duc de Bourgogne,PER,1,Duc de Bourgogne,
le duc de Chaulnes,PER,3,Duc de Chaulnes,
le duc de Luxembourg,PER,1,Duc de Luxembourg,
le duc de Wellington,PER,1,Duc de Wellington,
le frère cadet du comte de Chaulnes,PER,1,Julien Sorel,
le gouvernement des deux Chambres,ORG,2,?,
le Guerchin,PER,1,"Giovanni Francesco Barbieri, dit le Guerchin",
le jacobin,MISC,2,?,
le janséniste,MISC,1,?,
le janséniste Pirard,PER,1,Abbé Pirard,
le jeune comte de La Mole,PER,1,Norbert de la Mole,
le jeune La Mole,PER,1,Norbert de la Mole,
Le Juif,PER,1,père Thaler,
le Languedoc,LOC,5,?,
le lieutenant du 96e,PER,2,Lieutenant Liévin,
Le lieutenant du 96e,PER,1,Lieutenant Liévin,
le livre du Pape,MISC,1,?,
le marquis de Croisenois,PER,15,Marquis de Croisenois,
Le marquis de Croisenois,PER,2,Marquis de Croisenois,
le marquis de La Mole,PER,7,Marquis de la Mole,
Le marquis de La Mole,PER,3,Marquis de la Mole,
Le marquis de Rouvray,PER,1,Marquis de Rouvray,
le Midi,LOC,1,?,
le midi,MISC,1,?,
le ministre de la Justice,PER,1,Ministre de la Justice,
le mont Vernia,LOC,1,?,
le Napolitain,PER,1,Signor Geronimo,
le parlement,ORG,1,?,
le parti du Sacré-Coeur,ORG,1,?,
le père Sorel,PER,3,père Sorel,
Le père Sorel,PER,1,père Sorel,
le petit boiteux Napier,PER,1,Napier,
le petit Sorel,PER,1,Julien Sorel,
le petit Tanbeau,PER,3,Monsieur Tanbeau,
Le petit Tanbeau,PER,1,Monsieur Tanbeau,
le prince d ' Araceli,PER,2,Prince d’Araceli,
le prince Korasoff,PER,8,Prince Korasoff,
Le prince Korasoff,PER,1,Prince Korasoff,
le quartier du Roule,LOC,1,?,
le roi de * * *,MISC,3,?,
Le roi de * * *,MISC,1,?,
le roi de France,PER,1,Charles X de France,
le roi Philippe,PER,1,Philippe II d’Espagne,
le royaume de Naples,LOC,1,?,
le Sacré-Coeur de Jésus,ORG,1,?,
Le Saint-Esprit,PER,1,Dieu,
le Seigneur,PER,2,Dieu,
le séminaire de Besançon,MISC,1,?,
le sévère abbé Pirard,PER,1,Abbé Pirard,
Le sévère abbé Pirard,PER,1,Abbé Pirard,
Le signor de Beauvaisis,PER,1,Charles de Beauvoisis,
le signor Géronimo,PER,1,Signor Geronimo,
Le signor Géronimo,PER,1,Signor Geronimo,
Le signor Giovannone,PER,2,Signor Giovannone,
le signor Giovannone,PER,1,Signor Giovannone,
Le signor Zingarelli,PER,1,Signor Zingarelli,
le signor Zingarelli,PER,1,Signor Zingarelli,
le sous-préfet Charcot de Maugiron,PER,1,Monsieur Charcot de Maugiron,
le sous-préfet Maugiron,PER,1,Monsieur Charcot de Maugiron,
le Valenod,PER,8,Baron de Valenod,
le vestibule de l ' Opéra,LOC,1,?,
le vicaire Maslon,PER,1,Abbé Maslon,
le vicomte de Luz,PER,1,Vicomte de Luz,
le vieux don Diègue,PER,1,Diego Bustos,
le vieux Sorel,PER,5,père Sorel,
Leipsick,LOC,2,?,
Leipsig,LOC,1,?,
Léontine Fay,PER,1,Léontine Fay,
les abbés Maslon,PER,1,Abbés Maslon,
Les amis de Mathilde,PER,1,amis de Mathilde,
les bois de Meudon,LOC,1,?,
les bois de Vergy,LOC,2,?,
les bois des environs de Paris,LOC,1,?,
les Caylus,MISC,2,?,
les Caylus,PER,2,Famille Caylus,
les Chambres,ORG,1,?,
les Champs-Élysées,LOC,1,?,
les cinq francs,MISC,1,?,
les Croisenois,MISC,2,?,
les Croisenois,PER,1,Famille Croisenois,
les dames de La Mole,PER,1,Marquise de la Mole et Mathilde de la Mole,
les de Luz,MISC,2,?,
les de Luz,PER,2,Famille de Luz,
les deux Francs-Comtois,MISC,1,?,
les environs de Kehl,LOC,1,?,
les Espagnols,MISC,1,?,
les États de l ' Amérique méridionale,LOC,1,?,
les faux Mémoires,MISC,1,?,
les Français,MISC,1,?,
les gorges du Jura,LOC,1,?,
les Hambourgeois,MISC,1,?,
les îlots du Rhin,LOC,1,?,
les jésuites de Besançon,ORG,1,?,
les jésuites de Strasbourg,ORG,1,?,
les murs de Saint-Germain,LOC,1,?,
les Pères,PER,1,l’Église,
les petits Valenod,PER,1,les petits Valenod,
les plaines du Languedoc,LOC,1,?,
les Prussiens,MISC,1,?,
les Robespierre,PER,1,Famille Robespierre,
Les Saints,MISC,1,?,
les Sorel,PER,1,Famille Sorel,
les Valenod,PER,2,Famille Valenod,
lieutenant du 96e,PER,2,Lieutenant Liévin,
Liéven,PER,2,Lieutenant Liévin,
Ligorio,PER,1,Alphonsus Liguori,
Locke,PER,1,John Locke,
Londres,LOC,16,?,
Lord Bathurst,PER,1,Henry Bathurst,
lord Byron,PER,1,George Gordon Byron,
Lord Byron,PER,1,George Gordon Byron,
lord Holland,PER,1,"Henry Vassall-Fox, baron Holland",
Louis Jenrel,PER,1,Louis Jenrel,
Louis XI,PER,1,Louis XI de France,
Louis XIII,PER,2,Louis XIII de France,
Louis XIV,PER,5,Louis XIV de France,
Louis XV,PER,5,Louis XV de France,
Louis XVI,PER,1,Louis XVI de France,
Louise,PER,1,Louise,
Lyon,LOC,4,?,
M. ...,MISC,1,?,
M. Adolphe,PER,1,Adolphe de Rênal,
M. Appert,PER,9,Monsieur Appert,
M. Balland,PER,4,Monsieur Balland,
M. Brougham,PER,1,Monsieur Brougham,
M. C. de Beauvoisis,PER,1,Charles de Beauvoisis,
M. Casimir Delavigne,PER,1,Casimir Delavigne,
M. Castanède,PER,5,Abbé Castanède,
M. Charcot,PER,1,Monsieur Charcot de Maugiron,
M. Charcot de Maugiron,PER,2,Monsieur Charcot de Maugiron,
M. Charles de Beauvoisis,PER,1,Charles de Beauvoisis,
M. Chélan,PER,35,Abbé Chélan,
M. Coindet,PER,1,Monsieur Coindet,
M. Comte,PER,1,Louis Comte,
M. de Beauvoisis,PER,6,Charles de Beauvoisis,
M. de Caylus,PER,10,Comte de Caylus,
M. de Chaulnes,PER,1,Duc de Chaulnes,
M. de Cholin,PER,3,Monsieur de Cholin,
M. de Croisenois,PER,27,Marquis de Croisenois,
M. de Fervaques,PER,1,Comte de Fervaques,
M. de Frilair,PER,27,Abbé Frilair,
M. de La Mole,PER,92,Marquis de la Mole,
M. de La Vernaye,PER,5,Julien Sorel,
M. de Lavalette,PER,3,"Antoine-Marie Chamans, comte de Lavalette",
M. de Luz,PER,7,Vicomte de Luz,
M. de Maistre,PER,6,Monsieur de Maistre,
M. de Maugiron,PER,4,Monsieur Charcot de Maugiron,
M. de Moirod,PER,10,Monsieur de Moirod,
M. de Nerval,PER,9,Monsieur de Nerval,
M. de Rênal,PER,211,Monsieur de Rênal,
M. de Retz,PER,3,Duc de Retz,
M. de Richelieu,PER,1,"Armand Jean du Plessis, duc de Richelieu",
M. de Rouvray,PER,2,Marquis de Rouvray,
