Form,Type,Mentions,Entity,Metadata
De Winter,PER,3,Anne de Breuil,
de Winter,PER,8,Anne de Breuil,
Denys,PER,1,Denys,
des Anglais,MISC,3,?,
des Assyriens,MISC,1,?,
des carmélites,ORG,1,?,
des Carmes-Deschaux,LOC,2,?,
des catholiques,MISC,1,?,
des Cévennes,LOC,1,?,
des côteaux d ' Anjou,LOC,1,?,
des côtes d ' Angleterre,LOC,1,?,
des eaux de Forges,LOC,1,?,
des écuries du Luxembourg,LOC,1,?,
des États,MISC,1,?,
des Filles-Repenties,ORG,1,?,
des Français,MISC,1,?,
des Gascons,MISC,2,?,
des Grecs,MISC,1,?,
des huguenots,MISC,1,?,
des Indes,LOC,2,?,
des jésuites d ' Amiens,ORG,1,?,
des Madelonnettes,ORG,1,?,
des Pélagiens,MISC,1,?,
des Pères,PER,1,Église,
des portes de Calais,LOC,1,?,
des quatre Anglais,MISC,1,?,
des Rochelois,MISC,1,?,
Des Roches le Masle,PER,1,Michel le Masle,
des semi-Pélagiens,MISC,1,?,
des Turcs,MISC,1,?,
Deschaux,LOC,1,?,
Deum,PER,1,Dieu,
Dieu,PER,123,Dieu,
Dompierre,LOC,3,?,
don Japhet d ' Arménie,PER,1,Japhet d’Arménie,
don Quichotte,PER,3,Don Quichotte,
Don Quichotte,PER,1,Don Quichotte,
Dona Estefana,PER,1,Dona Estefana,
dona Estefana,PER,1,Dona Estefana,
dona Estefania,PER,1,Dona Estefana,
Douvres,LOC,2,?,
du baron de Wardes,PER,1,Comte de Wardes,
du bastion Saint-Gervais,LOC,1,?,
du Béarn,LOC,3,?,
du Berry,LOC,1,?,
du cardinal,PER,99,"Armand Jean du Plessis, duc de Richelieu",
Du cardinal,PER,1,"Armand Jean du Plessis, duc de Richelieu",
du cardinal-duc,PER,2,"Armand Jean du Plessis, duc de Richelieu",
du chevalier de Souveray,PER,1,Chevalier de Souveray,
du comte d ' Harcourt,PER,1,Comte d'Harcourt,
du comte de Cramail,PER,1,Comte de Cramail,
du comte de la Roche-Guyon,PER,1,Comte de la Roche-Guyon,
du comte de Rochefort,PER,2,Comte de Rochefort,
du comte de Soissons,PER,1,"Louis de Bourbon, Comte de Soissons",
du comte de Wardes,PER,9,Comte de Wardes,
du couvent de Béthune,LOC,2,?,
du couvent des Carmélites de Béthune,LOC,1,?,
du couvent des Carmes,LOC,1,?,
du couvent des Carmes-Déchaussés,LOC,1,?,
du d ' Artagnan,PER,1,"Charles de Batz de Castelmore, dit d'Artagnan",
du Dieu,PER,1,Dieu,
du duc d ' Angoulême,PER,1,"Charles de Valois, duc d'Angoulême",
du duc d ' Elbeuf,PER,1,Duc D’Elbeuf,
du duc de Buckingham,PER,3,"George Villiers, duc de Buckingham",
du duc de Guise,PER,1,François-Alexandre-Paris de Lorraine,
du duc de La Trémouille,PER,1,Charles de la Trémouille,
du duc de Longueville,PER,1,"Henri d'Orléans, duc de Longueville",
du duc de Richelieu,PER,1,"Armand Jean du Plessis, duc de Richelieu",
du faubourg Saint-Antoine,LOC,1,?,
du faubourg Saint-Germain,LOC,1,?,
du Finistère,LOC,1,?,
du Fort-l ' Évêque,LOC,1,?,
du Gascon,MISC,5,?,
du grand Henri,PER,1,Henri IV de France,
du grand Mogol,PER,2,Grand Mogol,
du Grand-Châtelet,LOC,1,?,
du Louvre,LOC,10,?,
du Luxembourg,LOC,4,?,
du marquis de Beautru,PER,1,"Guillaume de Bautru, comte de Serrant",
du palais de Justice,LOC,1,?,
du Palais-Cardinal,LOC,1,?,
du Parpaillot,LOC,1,?,
du Picard,PER,1,Monsieur Planchet,
du pont de Cé,LOC,1,?,
du pont de la Pierre,LOC,1,?,
du pont de Pierre,LOC,1,?,
du Pré-aux-Clercs,LOC,1,?,
du roi,PER,42,Louis XIII de France,
Du roi,PER,1,Louis XIII de France,
du roi Charles Ier,PER,2,Charles I d’Angleterre,
du roi d ' Angleterre,PER,1,Charles I d’Angleterre,
du roi de France,MISC,1,?,
du roi de France,PER,1,Louis XIII de France,
du roi et de la reine de France,PER,1,Louis XIII de France et Anne d’Autriche,
du roi Jacques,PER,1,Jacques Ier d’Angleterre,
du roi Louis XIII,PER,2,Louis XIII de France,
du roi Salomon,PER,1,Salomon,
du royaume de France,LOC,1,?,
du Saint-Esprit,PER,1,Dieu,
du Seigneur,PER,2,Dieu,
du Suisse,MISC,1,?,
du village de Boisnau,LOC,1,?,
duc de Buckingham,PER,3,"George Villiers, duc de Buckingham",
duché de Mantoue,LOC,1,?,
Duhallier,PER,1,"François de l'Hôpital, sieur du Hallier",
Écouis,LOC,1,?,
Église,ORG,7,?,
Éloa,PER,1,Éloa,
elton,PER,2,John Felton,
Espagne,LOC,14,?,
Espagnole,MISC,1,?,
Espagnols,MISC,1,?,
Estefania,PER,2,Dona Estefana,
Estré,LOC,1,?,
État,ORG,2,?,
Europe,LOC,1,?,
Felton,PER,290,John Felton,
Festubert,LOC,1,?,
Fourreau,PER,6,Fourreau,
Français,MISC,7,?,
Française,MISC,2,?,
France,LOC,33,?,
François Ier,PER,1,François Ier de France,
Fromelles,LOC,3,?,
Galles,LOC,1,?,
Gascogne,LOC,11,?,
gascon,MISC,2,?,
Gascon,MISC,23,?,
George Villiers,PER,2,"George Villiers, duc de Buckingham",
Georges,PER,1,"George Villiers, duc de Buckingham",
Georges Villiers,PER,1,"George Villiers, duc de Buckingham",
Germain,PER,3,Germain,
Godeau,PER,2,Godeau,
Goskal,LOC,1,?,
Grand Dieu,PER,1,Dieu,
Grève,LOC,1,?,
Grimaud,PER,114,Monsieur Grimaud,
Gulliver,PER,1,Gulliver,
Harpagon,PER,1,Monsieur Coquenard,
Henri III,PER,2,Henri III de France,
Henri IV,PER,3,Henri IV de France,
Henri IV .,PER,1,Henri IV de France,
Henri IV Louis-le-Juste,PER,1,Henri IV de France et Louis XIII de France,
Herlier,LOC,1,?,
Hippolyte,PER,1,Hippolyte,
Holland,PER,1,"Henry Rich, Comte de Holland",
Hollande,LOC,1,?,
homme de Meung,PER,1,Comte de Rochefort,
Hôtel des Gardes,LOC,1,?,
huit Anglais,MISC,1,?,
ichelieu,PER,1,"Armand Jean du Plessis, duc de Richelieu",
ilady,PER,2,Anne de Breuil,
Italiens,MISC,1,?,
Jack Buttler,PER,1,Jack Buttler,
Jacques Clément,PER,2,Jacques Clément,
Jacques VI,PER,1,Jacques Ier d’Angleterre,
Jacques-Michel Bonacieux,PER,1,Jacques Michel Bonacieux,
Jansénius,PER,1,Cornenius Jansénius,
Jeanne d ' Arc,PER,1,Jeanne d’Arc,
Jésus,PER,1,Jésus Christ,
John,PER,7,John Felton,
John Felton,PER,1,John Felton,
Judas Machabée,PER,1,Judas Maccabeus,
Judith,MISC,1,?,
Judith,PER,3,Judith,
Juive,MISC,1,?,
Jussac,PER,27,Claude de Jussac,
Ketty,PER,126,Ketty,
l ' abbaye de Saint-Germain,LOC,1,?,
l ' Académie,ORG,1,?,
l ' Académie royale,ORG,1,?,
l ' Aigle-d ' Or,LOC,1,?,
l ' Amérique,LOC,1,?,
l ' Amirauté,ORG,1,?,
l ' Anglais,MISC,21,?,
L ' Anglais,MISC,5,?,
L ' Anglais,PER,1,Baron de Winter,
l ' Angleterre,LOC,24,?,
l ' Antéchrist,PER,2,Antéchrist,
l ' Antiquité,MISC,1,?,
l ' Artois,LOC,1,?,
l ' auberge de la Herse-d ' Or,LOC,2,?,
l ' auberge du Colombier-Rouge,LOC,3,?,
l ' auberge du Lys-d ' Or,LOC,1,?,
l ' auberge du Parpaillot,LOC,1,?,
l ' Autriche,LOC,3,?,
l ' Autrichienne,MISC,1,?,
l ' Écu-de-France,LOC,1,?,
l ' Église,ORG,2,?,
l ' église de Montdidier,LOC,1,?,
l ' église Saint-Jean,LOC,1,?,
l ' église Saint-Leu,LOC,2,?,
l ' Éminence,PER,5,"Armand Jean du Plessis, duc de Richelieu",
l ' éminence grise,PER,1,"Armand Jean du Plessis, duc de Richelieu",
l ' Éminentissime,PER,1,"Armand Jean du Plessis, duc de Richelieu",
l ' empereur d ' Autriche,PER,1,Ferdinand II d’Autriche,
l ' Empire,ORG,1,?,
l ' Espagne,LOC,3,?,
L ' Espagne,LOC,1,?,
l ' Espagnol,MISC,3,?,
l ' Espagnol,PER,2,Philippe IV d’Espagne,
l ' Espagnole,MISC,1,?,
l ' État,ORG,10,?,
l ' Europe,LOC,5,?,
L ' homme de Meung,PER,1,Comte de Rochefort,
l ' homme de Meung,PER,2,Comte de Rochefort,
l ' horloge Saint-Jean,LOC,1,?,
l ' Hôtel,LOC,1,?,
l ' hôtel d ' Aiguillon,LOC,2,?,
l ' hôtel des Gardes,LOC,4,?,
l ' hôtel du Champ-du-Drap-d ' Or,LOC,1,?,
l ' hôtel du Franc-Meunier,LOC,1,?,
l ' hôtel du Grand-Saint-Martin,LOC,2,?,
l ' Hôtel-de-Ville,LOC,6,?,
l ' hôtelier Godeau,PER,1,Godeau,
l ' hôtellerie du Franc-Meunier,LOC,2,?,
l ' île de Loie,LOC,1,?,
l ' île de Ré,LOC,6,?,
l ' île de Rhé,LOC,2,?,
l ' Inspirée,MISC,1,?,
l ' Italie,LOC,1,?,
l ' Océan,MISC,3,?,
l ' océan Indien,LOC,1,?,
l ' ordre du Saint-Esprit,ORG,1,?,
l ' orfèvre O ' Reilly,PER,1,Monsieur O’Reilly,
la barrière de la Villette,LOC,1,?,
la barrière de La Villette,LOC,1,?,
la barrière de Montmartre,LOC,1,?,
la barrière Saint-Denis,LOC,1,?,
la Bastille,LOC,28,?,
la Bretagne,LOC,1,?,
la buvette du Parpaillot,LOC,1,?,
la Charente,LOC,2,?,
La Chesnaye,PER,8,"Charles d'Esmé, sieur de La Chesnaye",
la Circé,PER,1,Circé,
la citadelle de Saint-Martin,LOC,2,?,
la citadelle Saint-Martin,LOC,1,?,
la communauté des Carmélites,ORG,1,?,
la compagnie de M. de Tréville,ORG,1,?,
la compagnie de M. des Essarts,ORG,3,?,
La compagnie de M. le chevalier des Essarts,ORG,1,?,
la compagnie des gardes de M. des Essarts,ORG,2,?,
la comtesse de La Fère,PER,2,Anne de Breuil,
La comtesse de Winter,PER,1,Anne de Breuil,
la comtesse de Winter,PER,2,Anne de Breuil,
la constance,PER,1,Constance Bonacieux,
la Croix-du-Trahoir,LOC,3,?,
la Croix-Rouge,LOC,1,?,
la Dame blanche,PER,1,Dame Blanche,
la duchesse Coquenard,PER,1,Madame Coquenard,
la duchesse de Chevreuse,PER,2,Marie-Aimée de Rohan-Montbazon,
la Flandre,LOC,1,?,
la foire Saint-Germain,LOC,1,?,
la Force,LOC,1,?,
la forêt de Bondy,LOC,1,?,
la forêt de Saint-Germain,LOC,1,?,
la France,LOC,42,?,
la gigantesque Méduse,PER,1,Méduse,
la Grande-Bretagne,LOC,4,?,
la Grève,LOC,1,?,
La Houdinière,PER,6,Monsieur de La Houdinière,
la Jarrie,LOC,1,?,
la Judith,PER,1,Judith,
La Leu,LOC,1,?,
la Ligue,ORG,1,?,
la Lorraine,LOC,1,?,
la Lucrèce de l ' Angleterre,PER,1,Lucrèce,
la Lys,LOC,3,?,
la maison d ' Autriche,ORG,2,?,
la Manche,LOC,2,?,
la maréchale d ' Ancre,PER,2,Eleonora Dori,
La maréchale d ' Ancre,PER,1,Eleonora Dori,
La marquise de Porthos,PER,1,Madame Coquenard,
la Merlaison,LOC,1,?,
la petite maison de Saint-Germain,LOC,1,?,
la place de Grève,LOC,1,?,
la place du Palais-Cardinal,LOC,1,?,
la place Royale,LOC,3,?,
la place Saint-Sulpice,LOC,3,?,
la plaine Saint-Denis,LOC,1,?,
la pointe de l ' Aiguillon,LOC,1,?,
la Pomme-du-Pin,LOC,1,?,
la porte de Beaugency,LOC,1,?,
la porte de la Conférence,LOC,1,?,
la porte du Franc-Meunier,LOC,1,?,
la porte Saint-Antoine,LOC,1,?,
la porte Saint-Honoré,LOC,1,?,
la prison de Mantes,LOC,1,?,
la reine,PER,137,Anne d’Autriche,
La reine,PER,22,Anne d’Autriche,
la reine de France,PER,1,Anne d’Autriche,
la reine Marie de Médicis,PER,1,Marie de Médicis,
la rive gauche de la Lys,LOC,1,?,
La Rochelle,LOC,46,?,
la Rochelle,LOC,2,?,
la route de Boulogne,LOC,1,?,
la route de Chaillot,LOC,1,?,
la route de Jarrie,LOC,1,?,
la rue aux Ours,LOC,4,?,
la rue Cassette,LOC,2,?,
la rue d ' Assas,LOC,1,?,
la rue d ' Enfer,LOC,1,?,
la rue Dauphine,LOC,1,?,
la rue de Jérusalem,LOC,1,?,
la rue de l ' Échelle,LOC,1,?,
la rue de la Féronnerie,LOC,1,?,
la rue de la Harpe,LOC,2,?,
la rue de La Harpe,LOC,1,?,
la rue de Seine,LOC,2,?,
la rue de Vaugirard,LOC,5,?,
la rue des Bons-Enfants,LOC,1,?,
la rue des Fossés-Monsieur-le-Prince,LOC,1,?,
la rue des Fossoyeurs,LOC,9,?,
la rue des Jardins,LOC,1,?,
la rue des Jardins-Saint-Sulpice,LOC,1,?,
la rue des Petits-Augustins,LOC,1,?,
la rue du Bac,LOC,2,?,
la rue du Cherche-Midi,LOC,1,?,
la rue du Colombier,LOC,2,?,
la rue du Vieux-Colombier,LOC,1,?,
la rue Férou,LOC,6,?,
la rue Payenne,LOC,1,?,
la rue Saint-Honoré,LOC,1,?,
la rue Vaugirard,LOC,1,?,
la Saint-Barthélemy,MISC,1,?,
la Samaritaine,LOC,5,?,
la Seine,LOC,1,?,
la terre d ' Angleterre,LOC,1,?,
la Tour de Londres,LOC,1,?,
La Trémouille,PER,1,Charles de la Trémouille,
la Vierge,PER,1,Marie de Nazareth,
La Vieuville,PER,1,Charles de La Vieuville,
la ville de Béthune,LOC,1,?,
la ville de La Rochelle,LOC,1,?,
la ville de Paris,LOC,1,?,
lady Clarick,PER,1,Anne de Breuil,
lady Clarick de Winter,PER,2,Anne de Breuil,
Lady de Winter,PER,1,Anne de Breuil,
lady de Winter,PER,5,Anne de Breuil,
lady Macbeth,PER,1,Lady Macbeth,
Laporte,PER,24,Pierre de La Porte,
le baron de Chantal,PER,1,Celse Bénigne de Rabutin-Chantal,
Le baron de Chantal,PER,1,Celse Bénigne de Rabutin-Chantal,
le baron de Winter,PER,2,Baron de Winter,
Le bastion Saint-Gervais,LOC,1,?,
le bastion Saint-Gervais,LOC,1,?,
le Berry,LOC,1,?,
le Blaisois,LOC,1,?,
le bois de Boulogne,LOC,1,?,
le bois de Richebourg,LOC,1,?,
le bourg de Meung,LOC,1,?,
le bourreau de la ville de Lille,PER,2,bourreau de Lille,
Le bourreau de Lille,PER,1,bourreau de Lille,
le bourreau de Lille,PER,1,bourreau de Lille,
le Buckingham,PER,1,"George Villiers, duc de Buckingham",
le cabaret de Parpaillot,LOC,1,?,
le cabinet du Louvre,ORG,1,?,
le cardinal,PER,261,"Armand Jean du Plessis, duc de Richelieu",
Le cardinal,PER,40,"Armand Jean du Plessis, duc de Richelieu",
le cardinal Armand Duplessis,PER,1,"Armand Jean du Plessis, duc de Richelieu",
le cardinal de Richelieu,PER,3,"Armand Jean du Plessis, duc de Richelieu",
le chancelier Séguier,PER,1,Pierre Séguier,
le chevalier de Guise,PER,1,François-Alexandre-Paris de Lorraine,
le chevalier de Rochefort,PER,1,Comte de Rochefort,
Le chevalier de Rochefort,PER,1,Comte de Rochefort,
le Christ,PER,1,Jésus Christ,
le cimetière Saint-Jean,LOC,1,?,
le cloître Saint-Magloire,LOC,1,?,
le Colombier-Rouge,LOC,1,?,
Le comte de La Fère,PER,1,"Olivier de La Fère, dit Athos",
le comte de La Fère,PER,4,"Olivier de La Fère, dit Athos",
Le comte de Rochefort,PER,2,Comte de Rochefort,
le comte de Rochefort,PER,3,Comte de Rochefort,
le comte de Toiras,PER,1,Jean de Caylar de Saint-Bonnet,
Le comte de Toiras,PER,1,Jean de Caylar de Saint-Bonnet,
le comte de Wardes,PER,3,Comte de Wardes,
le couvent des Carmélites,LOC,1,?,
le couvent des Carmélites de Béthune,LOC,1,?,
le couvent des Carmes Déchaussés,LOC,1,?,
le curé de Montdidier,PER,2,Curé de Montdidier,
le d ' Artagnan,PER,1,"Charles de Batz de Castelmore, dit d'Artagnan",
Le de Wardes,PER,1,Comte de Wardes,
le Dieu,PER,2,Dieu,
le don Quichotte,PER,1,Don Quichotte,
le duc d ' Angoulême,PER,7,"Charles de Valois, duc d'Angoulême",
Le duc d ' Orléans,PER,1,Jean-Baptiste Gaston d'Orléan,
le duc de Buckingham,PER,17,"George Villiers, duc de Buckingham",
Le duc de Buckingham,PER,2,"George Villiers, duc de Buckingham",
le duc de la Trémouille,PER,2,Charles de la Trémouille,
le duc de Nevers,PER,1,Duc de Nevers,
le duc Rouge,PER,3,"Armand Jean du Plessis, duc de Richelieu",
Le duc Rouge,PER,1,"Armand Jean du Plessis, duc de Richelieu",
le faubourg Saint-Jacques,LOC,1,?,
le Fils,PER,1,Dieu,
le fort de la Prée,LOC,2,?,
le fort de Prée,LOC,1,?,
le garde des sceaux Séguier,PER,1,Pierre Séguier,
le Gascon,MISC,10,?,
Le Gascon,MISC,2,?,
le guichet de l ' Échelle,LOC,1,?,
le jardin d ' Amiens,LOC,1,?,
le jésuite,MISC,14,?,
Le jésuite,MISC,2,?,
le jésuite,PER,1,"René d'Herblay, dit Aramis",
le juif,MISC,2,?,
Le lieutenant Felton,PER,1,John Felton,
le Louvre,LOC,3,?,
le Luxembourg,LOC,5,?,
le Nouveau-Monde,LOC,2,?,
le palais de Justice,LOC,1,?,
le parc de Windsor,LOC,1,?,
le Parpaillot,LOC,1,?,
le Père,PER,1,Dieu,
le père Joseph,PER,1,père Joseph,
le pont de la Tournelle,LOC,1,?,
le pont Neuf,LOC,2,?,
le Pont-Neuf,LOC,1,?,
le port de Douvres,LOC,1,?,
le port de Flessingue,LOC,1,?,
le poste de la Croix-Rouge,LOC,1,?,
le Pré-aux-Clercs,LOC,1,?,
le prince de Soubise,PER,1,"Benjamin de Rohan, prince de Soubise",
le quai des Grands-Augustins,LOC,1,?,
le quartier du Luxembourg,LOC,1,?,
le régiment de Navarre,ORG,1,?,
le régiment de Piémont,ORG,1,?,
le roi,PER,116,Louis XIII de France,
Le roi,PER,23,Louis XIII de France,
le roi Charles Ier,PER,1,Charles I d’Angleterre,
le roi de France,PER,1,Louis XIII de France,
le roi François Ier,PER,1,François Ier de France,
le roi Henri IV,PER,1,Henri IV de France,
le roi Louis XIII,PER,2,Louis XIII de France,
le roi Salomon,PER,1,Salomon,
le royaume de France,LOC,1,?,
le Saint-Esprit,PER,1,Dieu,
le Seigneur,PER,5,Dieu,
le Sextus,PER,1,Sextus,
le sieur de La Coste,PER,2,Monsieur de la Coste,
le Suisse,MISC,12,?,
le suisse Germain,PER,1,Germain,
le village d ' Erquinheim,LOC,1,?,
le village de Festubert,LOC,1,?,
le vin d ' Espagne,MISC,1,?,
les Allemands,MISC,1,?,
les Anglais,MISC,12,?,
Les Anglais,MISC,5,?,
les bords de la Lys,LOC,2,?,
les catholiques,MISC,1,?,
les Chartreux,LOC,1,?,
les Condé,PER,1,Famille Condé,
les corridors du Louvre,LOC,1,?,
les côtes de France,LOC,4,?,
les Crésus,MISC,1,?,
les déserts de l ' Amérique,MISC,1,?,
les deux Anglais,MISC,1,?,
les eaux de Forges,LOC,1,?,
les Écossais,MISC,1,?,
les Espagnols,MISC,4,?,
les États étrangers,MISC,1,?,
les Flandres,LOC,3,?,
les Français,MISC,4,?,
les Gascons,MISC,3,?,
Les Gascons,MISC,1,?,
les Hébreux,MISC,1,?,
les huguenots,MISC,3,?,
les jardins d ' Amiens,LOC,1,?,
les jardins d ' Armide,LOC,1,?,
les Normands,MISC,1,?,
les Philistins,MISC,1,?,
les Picards,MISC,1,?,
les plaines de Pampas,LOC,1,?,
les protestants,MISC,1,?,
les provinces de France,LOC,1,?,
les Rochelais,MISC,2,?,
les Rochelois,MISC,14,?,
Les Rochelois,MISC,2,?,
les trois Hébreux,MISC,1,?,
Leurs Excellences,PER,1,Athos et D’Artagnan,
